model,ground_truth,researched,response,presented,iscontrol,sub_compliance,subject,topic,question,searchornot
GPT4o,true,no,2,post,test,0.7,245,climate,3,1
GPT4o,true,no,2,post,control,0.7,246,climate,3,1
GPT4o,true,yes,2,pre,test,0.6,247,climate,3,1
GPT4o,true,no,3,pre,test,0.2,248,climate,3,1
GPT4o,true,yes,2,pre,test,0.6,249,climate,3,1
GPT4o,true,yes,2,post,control,0.8,250,climate,3,1
GPT4o,true,yes,6,post,test,0.3,251,climate,3,1
GPT4o,true,no,2,pre,test,0.5,252,climate,3,1
GPT4o,true,yes,4,pre,control,0.6,253,climate,3,1
GPT4o,true,no,1,pre,test,0.7,254,climate,3,1
GPT4o,true,yes,3,pre,control,0.6,255,climate,3,1
GPT4o,true,no,4,pre,test,0.5,256,climate,3,1
GPT4o,true,yes,1,post,control,0.4,257,climate,3,1
GPT4o,true,no,2,pre,control,0.4,258,climate,3,1
GPT4o,true,no,7,pre,test,0.5,259,climate,3,1
GPT4o,true,yes,2,pre,test,0.5,260,climate,3,1
GPT4o,true,no,2,post,test,0.7,261,climate,3,1
GPT4o,true,yes,3,post,control,0.6,262,climate,3,1
GPT4o,true,no,1,post,test,0.3,263,climate,3,1
GPT4o,true,yes,4,post,control,0.5,264,climate,3,1
GPT4o,true,yes,2,post,control,0.2,265,climate,3,1
GPT4o,true,yes,2,pre,control,0.6,266,climate,3,1
GPT4o,true,no,3,post,test,0.9,267,climate,3,1
GPT4o,true,no,7,post,test,0.3,268,climate,3,1
GPT4o,true,yes,3,post,control,0.6,269,climate,3,1
GPT4o,true,no,2,pre,test,0.8,270,climate,3,1
GPT4o,true,no,2,post,test,0.6,271,climate,3,1
GPT4o,true,yes,4,post,control,0.6,272,climate,3,1
GPT4o,true,yes,1,post,test,0.3,273,climate,3,1
GPT4o,true,no,4,post,control,0.5,274,climate,3,1
GPT4o,true,yes,7,pre,test,0.5,275,climate,3,1
GPT4o,true,yes,2,post,test,0.5,276,climate,3,1
GPT4o,true,no,1,post,test,0.5,277,climate,3,1
GPT4o,true,yes,4,pre,control,0.4,278,climate,3,1
GPT4o,true,no,3,pre,test,0.5,279,climate,3,1
GPT4o,true,no,2,post,test,0.6,280,climate,3,1
GPT4o,true,yes,7,post,control,0.4,281,climate,3,1
GPT4o,true,yes,1,post,test,0.3,282,climate,3,1
GPT4o,true,yes,4,post,control,0.7,283,climate,3,1
GPT4o,true,no,2,post,control,0.6,284,climate,3,1
GPT4o,true,yes,2,pre,control,0.3,285,climate,3,1
GPT4o,true,no,2,pre,control,0.6,286,climate,3,1
GPT4o,true,yes,2,pre,test,0.6,287,climate,3,1
GPT4o,true,yes,6,pre,control,0.5,288,climate,3,1
GPT4o,true,no,2,pre,test,0.7,289,climate,3,1
GPT4o,true,no,1,post,test,0.5,290,climate,3,1
GPT4o,true,no,2,post,control,0.6,291,climate,3,1
GPT4o,true,no,6,pre,test,0.6,292,climate,3,1
GPT4o,true,yes,3,post,control,0.7,293,climate,3,1
GPT4o,true,no,1,post,test,0.6,294,climate,3,1
GPT4o,true,yes,3,post,control,0.5,295,climate,3,1
GPT4o,true,yes,2,post,test,0.4,296,climate,3,1
GPT4o,true,yes,2,post,test,0.6,297,climate,3,1
GPT4o,true,no,1,post,test,0.5,298,climate,3,1
GPT4o,true,yes,5,pre,test,0.5,299,climate,3,1
GPT4o,true,no,3,post,control,0.7,300,climate,3,1
GPT4o,true,no,2,pre,control,0.7,301,climate,3,1
GPT4o,true,no,3,pre,control,0.5,302,climate,3,1
GPT4o,true,yes,1,post,test,0.4,303,climate,3,1
GPT4o,true,yes,1,post,control,0.5,304,climate,3,1
GPT4o,true,yes,1,pre,control,0.3,305,climate,3,1
GPT4o,true,yes,3,pre,test,0.7,306,climate,3,1
GPT4o,true,no,2,post,test,0.5,307,climate,3,1
GPT4o,true,yes,7,post,control,0.3,308,climate,3,1
GPT4o,true,no,7,pre,test,0.8,309,climate,3,1
GPT4o,true,yes,3,post,test,0.4,310,climate,3,1
GPT4o,true,no,2,post,test,0.6,311,climate,3,1
GPT4o,true,yes,1,post,control,0.5,312,climate,3,1
GPT4o,true,yes,2,post,control,0.4,313,climate,3,1
GPT4o,true,yes,1,pre,control,0.6,314,climate,3,1
GPT4o,true,no,2,pre,test,0.5,315,climate,3,1
GPT4o,true,yes,6,post,control,0.7,316,climate,3,1
GPT4o,true,yes,1,post,control,0.5,317,climate,3,1
GPT4o,true,yes,1,pre,control,0.6,318,climate,3,1
GPT4o,true,no,3,pre,control,0.5,319,climate,3,1
GPT4o,true,yes,2,post,control,0.5,320,climate,3,1
GPT4o,true,yes,1,pre,control,0.5,321,climate,3,1
GPT4o,true,yes,2,post,control,0.7,322,climate,3,1
GPT4o,true,no,2,post,test,0.9,323,climate,3,1
GPT4o,true,no,1,post,test,0.6,324,climate,3,1
GPT4o,true,yes,1,post,test,0.7,325,climate,3,1
GPT4o,true,yes,1,post,test,0.9,326,climate,3,1
GPT4o,true,yes,2,post,control,0.9,327,climate,3,1
GPT4o,true,no,2,post,control,0.8,328,climate,3,1
GPT4o,true,yes,2,pre,test,0.7,329,climate,3,1
GPT4o,true,no,4,pre,control,0.6,330,climate,3,1
GPT4o,true,yes,1,pre,control,0.6,331,climate,3,1
GPT4o,true,yes,2,pre,test,0.4,332,climate,3,1
GPT4o,true,no,5,pre,test,1,333,climate,3,1
GPT4o,true,no,3,post,control,0.3,334,climate,3,1
GPT4o,true,yes,3,post,test,0.6,335,climate,3,1
GPT4o,true,no,5,pre,test,0.9,336,climate,3,1
GPT4o,true,no,2,post,control,0.8,337,climate,3,1
GPT4o,true,yes,1,post,test,0.8,338,climate,3,1
GPT4o,true,no,2,pre,control,0.7,339,climate,3,1
GPT4o,true,yes,3,post,control,0.4,340,climate,3,1
GPT4o,true,yes,6,pre,test,0.5,341,climate,3,1
GPT4o,true,no,1,post,test,0.2,342,climate,3,1
GPT4o,true,yes,7,pre,control,0.3,343,climate,3,1
GPT4o,true,yes,2,post,control,0.5,344,climate,3,1
GPT4o,true,yes,1,post,test,0.4,345,climate,3,1
GPT4o,true,yes,1,pre,control,0.5,346,climate,3,1
GPT4o,true,no,6,post,control,0.7,347,climate,3,1
GPT4o,true,no,1,pre,control,0.6,348,climate,3,1
GPT4o,true,yes,2,post,test,0.5,349,climate,3,1
GPT4o,true,yes,2,pre,control,1,350,climate,3,1
GPT4o,true,no,1,pre,control,0.8,351,climate,3,1
GPT4o,true,yes,5,pre,control,0.5,352,climate,3,1
GPT4o,true,yes,3,post,control,0.6,353,climate,3,1
GPT4o,true,no,7,pre,test,0.9,354,climate,3,1
GPT4o,true,yes,3,post,test,0.6,355,climate,3,1
GPT4o,true,no,5,post,control,0.5,356,climate,3,1
GPT4o,true,no,1,post,test,0.5,357,climate,3,1
GPT4o,true,yes,3,pre,control,0.4,358,climate,3,1
GPT4o,true,yes,5,pre,control,0.5,359,climate,3,1
GPT4o,true,no,6,post,control,0.7,360,climate,3,1
GPT4o,true,yes,1,post,test,0.5,361,climate,3,1
GPT4o,true,no,1,post,test,0.6,362,climate,3,1
GPT4o,true,yes,7,post,control,0.3,363,climate,3,1
GPT4o,true,no,2,pre,test,0.6,364,climate,3,1
GPT4o,true,no,7,pre,test,0.7,365,climate,3,1
GPT4o,true,yes,1,post,control,0.7,366,climate,3,1
GPT4o,true,no,2,post,test,0.7,367,climate,3,1
GPT4o,true,no,2,post,control,0.5,368,climate,3,1
GPT4o,true,yes,3,pre,test,0.3,369,climate,3,1
GPT4o,true,no,3,pre,test,0.5,370,climate,3,1
GPT4o,true,no,1,post,test,0.5,371,climate,3,1
GPT4o,true,yes,2,post,control,0.8,372,climate,3,1
GPT4o,true,no,3,post,control,0.7,373,climate,3,1
GPT4o,true,no,2,pre,test,0.6,374,climate,3,1
GPT4o,true,yes,5,pre,control,0.6,375,climate,3,1
GPT4o,true,yes,3,post,control,0.7,376,climate,3,1
GPT4o,true,yes,1,post,control,0.2,377,climate,3,1
GPT4o,true,no,3,pre,control,0.8,378,climate,3,1
GPT4o,true,no,3,post,control,0.6,379,climate,3,1
GPT4o,true,yes,1,post,test,0.4,380,climate,3,1
GPT4o,true,yes,2,pre,test,0.4,381,climate,3,1
GPT4o,true,yes,1,post,control,0.5,382,climate,3,1
GPT4o,true,yes,2,pre,control,0.8,1,immigration,3,1
GPT4o,true,no,7,post,control,0.5,2,immigration,3,1
GPT4o,true,yes,3,post,test,0.8,3,immigration,3,1
GPT4o,true,no,3,post,test,0.7,4,immigration,3,1
GPT4o,true,yes,3,post,control,0.7,5,immigration,3,1
GPT4o,true,yes,6,pre,test,0.8,6,immigration,3,1
GPT4o,true,yes,1,post,control,0.7,7,immigration,3,1
GPT4o,true,yes,4,pre,control,0.4,8,immigration,3,1
GPT4o,true,no,6,post,test,0.3,9,immigration,3,1
GPT4o,true,yes,2,pre,control,0.5,10,immigration,3,1
GPT4o,true,no,2,pre,control,0.4,11,immigration,3,1
GPT4o,true,no,3,post,control,0.4,12,immigration,3,1
GPT4o,true,yes,1,post,test,0.3,13,immigration,3,1
GPT4o,true,no,2,pre,control,0.3,14,immigration,3,1
GPT4o,true,no,6,post,test,0.4,15,immigration,3,1
GPT4o,true,no,3,post,test,0.4,16,immigration,3,1
GPT4o,true,yes,1,post,control,0.6,17,immigration,3,1
GPT4o,true,yes,3,pre,control,0.3,18,immigration,3,1
GPT4o,true,yes,2,post,test,0.4,19,immigration,3,1
GPT4o,true,yes,2,post,test,0.7,20,immigration,3,1
GPT4o,true,no,3,post,test,0.2,21,immigration,3,1
GPT4o,true,yes,5,post,control,0.2,22,immigration,3,1
GPT4o,true,yes,2,post,test,0.6,23,immigration,3,1
GPT4o,true,no,6,pre,test,0.2,24,immigration,3,1
GPT4o,true,no,3,post,control,0.4,25,immigration,3,1
GPT4o,true,no,6,pre,control,0.9,26,immigration,3,1
GPT4o,true,no,4,pre,test,0.9,27,immigration,3,1
GPT4o,true,no,2,pre,test,0.5,28,immigration,3,1
GPT4o,true,no,6,post,control,0.5,29,immigration,3,1
GPT4o,true,yes,6,post,control,0.4,30,immigration,3,1
GPT4o,true,yes,4,post,test,0.4,31,immigration,3,1
GPT4o,true,yes,3,post,control,0.7,32,immigration,3,1
GPT4o,true,no,1,post,control,0.6,33,immigration,3,1
GPT4o,true,no,2,pre,test,0.4,34,immigration,3,1
GPT4o,true,yes,2,pre,test,0.6,35,immigration,3,1
GPT4o,true,no,2,post,test,0.8,36,immigration,3,1
GPT4o,true,yes,6,pre,test,0.4,37,immigration,3,1
GPT4o,true,no,2,post,control,0.4,38,immigration,3,1
GPT4o,true,no,3,pre,test,0.6,39,immigration,3,1
GPT4o,true,yes,2,pre,control,0.5,40,immigration,3,1
GPT4o,true,no,5,pre,control,0.8,41,immigration,3,1
GPT4o,true,no,1,pre,test,0.7,42,immigration,3,1
GPT4o,true,no,2,post,control,0.2,43,immigration,3,1
GPT4o,true,no,2,pre,control,0.4,44,immigration,3,1
GPT4o,true,yes,2,post,control,0.7,45,immigration,3,1
GPT4o,true,yes,3,pre,test,0.3,46,immigration,3,1
GPT4o,true,yes,4,pre,test,0.8,47,immigration,3,1
GPT4o,true,yes,3,pre,control,0.5,48,immigration,3,1
GPT4o,true,no,2,post,test,0.3,49,immigration,3,1
GPT4o,true,no,4,post,test,0.7,50,immigration,3,1
GPT4o,true,yes,7,post,test,0.8,51,immigration,3,1
GPT4o,true,no,2,pre,control,0.5,52,immigration,3,1
GPT4o,true,yes,2,pre,control,0.7,53,immigration,3,1
GPT4o,true,no,4,pre,test,0.3,54,immigration,3,1
GPT4o,true,yes,3,post,control,0.7,55,immigration,3,1
GPT4o,true,yes,2,pre,control,0.6,56,immigration,3,1
GPT4o,true,yes,2,post,control,0.5,57,immigration,3,1
GPT4o,true,yes,4,post,test,0.5,58,immigration,3,1
GPT4o,true,yes,4,post,test,0.8,59,immigration,3,1
GPT4o,true,yes,6,post,test,0.6,60,immigration,3,1
GPT4o,true,yes,2,pre,test,0.4,61,immigration,3,1
GPT4o,true,no,2,pre,test,0.5,62,immigration,3,1
GPT4o,true,no,2,post,control,0.1,63,immigration,3,1
GPT4o,true,no,3,post,control,0.6,64,immigration,3,1
GPT4o,true,yes,6,pre,test,0.7,65,immigration,3,1
GPT4o,true,yes,5,pre,control,0.5,66,immigration,3,1
GPT4o,true,no,4,pre,control,0.3,67,immigration,3,1
GPT4o,true,yes,2,pre,test,0.8,68,immigration,3,1
GPT4o,true,yes,5,post,test,0.3,69,immigration,3,1
GPT4o,true,no,4,post,control,0.9,70,immigration,3,1
GPT4o,true,yes,3,post,control,0.6,71,immigration,3,1
GPT4o,true,no,3,pre,test,0.6,72,immigration,3,1
GPT4o,true,yes,3,pre,test,0.7,73,immigration,3,1
GPT4o,true,no,2,pre,test,0.4,74,immigration,3,1
GPT4o,true,no,1,pre,test,0.6,75,immigration,3,1
GPT4o,true,no,1,post,control,0.7,76,immigration,3,1
GPT4o,true,yes,3,post,control,0.7,77,immigration,3,1
GPT4o,true,no,2,pre,test,0.8,78,immigration,3,1
GPT4o,true,yes,3,pre,test,0.4,79,immigration,3,1
GPT4o,true,no,1,post,control,0.6,80,immigration,3,1
GPT4o,true,yes,3,pre,control,0.7,81,immigration,3,1
GPT4o,true,yes,2,pre,test,0.7,82,immigration,3,1
GPT4o,true,no,3,post,test,0.5,83,immigration,3,1
GPT4o,true,yes,2,post,control,0.9,84,immigration,3,1
GPT4o,true,no,3,post,test,0.6,85,immigration,3,1
GPT4o,true,yes,3,pre,control,0.4,86,immigration,3,1
GPT4o,true,yes,4,post,control,0.7,87,immigration,3,1
GPT4o,true,no,5,pre,control,0.6,88,immigration,3,1
GPT4o,true,yes,2,pre,control,0.4,89,immigration,3,1
GPT4o,true,yes,2,pre,control,0.4,90,immigration,3,1
GPT4o,true,no,4,pre,test,0.3,91,immigration,3,1
GPT4o,true,no,2,post,control,0.7,92,immigration,3,1
GPT4o,true,no,4,post,control,0.7,93,immigration,3,1
GPT4o,true,no,1,pre,test,0.3,94,immigration,3,1
GPT4o,true,yes,2,post,test,0.5,95,immigration,3,1
GPT4o,true,no,4,post,control,0.5,96,immigration,3,1
GPT4o,true,no,3,pre,test,0.5,97,immigration,3,1
GPT4o,true,no,4,pre,control,0.7,98,immigration,3,1
GPT4o,true,no,2,post,control,0.6,99,immigration,3,1
GPT4o,true,no,7,pre,test,0.4,100,immigration,3,1
GPT4o,true,no,7,post,control,0.3,101,immigration,3,1
GPT4o,true,no,1,post,test,0.5,102,immigration,3,1
GPT4o,true,no,3,post,test,0.7,103,immigration,3,1
GPT4o,true,yes,6,pre,test,0.5,104,immigration,3,1
GPT4o,true,no,5,pre,control,0.7,105,immigration,3,1
GPT4o,true,no,3,post,control,0.8,106,immigration,3,1
GPT4o,true,yes,5,post,control,0.5,107,immigration,3,1
GPT4o,true,no,1,pre,test,0.9,108,immigration,3,1
GPT4o,true,yes,2,pre,control,0.6,109,immigration,3,1
GPT4o,true,no,5,pre,control,0.4,110,immigration,3,1
GPT4o,true,yes,4,pre,test,0.5,111,immigration,3,1
GPT4o,true,yes,1,pre,control,0.7,112,immigration,3,1
GPT4o,true,yes,2,post,control,0.7,113,immigration,3,1
GPT4o,true,no,2,pre,test,0.8,114,immigration,3,1
GPT4o,true,yes,5,pre,control,0.4,115,immigration,3,1
GPT4o,true,yes,7,pre,control,0.6,116,immigration,3,1
GPT4o,true,yes,2,post,test,0.8,117,immigration,3,1
GPT4o,true,yes,3,post,control,0.5,118,immigration,3,1
GPT4o,true,no,1,pre,control,0.9,119,immigration,3,1
GPT4o,true,no,2,pre,control,0.2,120,immigration,3,1
GPT4o,true,yes,2,pre,test,0.4,121,immigration,3,1
GPT4o,true,no,2,pre,control,0.5,122,immigration,3,1
GPT4o,true,yes,7,pre,test,0.5,123,immigration,3,1
GPT4o,true,no,3,post,control,0.7,124,immigration,3,1
GPT4o,true,no,5,post,test,0.6,125,immigration,3,1
GPT4o,true,yes,1,post,test,0.6,126,immigration,3,1
GPT4o,true,yes,3,post,test,0.4,127,immigration,3,1
GPT4o,true,yes,2,post,test,0.6,128,immigration,3,1
GPT4o,true,no,2,post,control,0.6,129,immigration,3,1
GPT4o,true,yes,3,pre,test,0.4,130,immigration,3,1
GPT4o,true,no,4,pre,test,0.8,131,immigration,3,1
GPT4o,true,yes,2,post,control,0.6,132,immigration,3,1
GPT4o,true,yes,2,post,test,0.8,133,immigration,3,1
GPT4o,true,yes,1,post,test,0.4,134,immigration,3,1
GPT4o,true,yes,6,pre,control,0.5,135,immigration,3,1
GPT4o,true,no,3,post,control,0.6,136,immigration,3,1
GPT4o,true,no,1,post,control,0.6,137,immigration,3,1
GPT4o,true,no,1,post,control,0.6,138,immigration,3,1
GPT4o,true,no,7,post,test,0.5,139,immigration,3,1
GPT4o,true,yes,2,post,test,0.8,140,immigration,3,1
GPT4o,true,yes,2,pre,test,0.8,141,immigration,3,1
GPT4o,true,no,2,pre,control,0.9,142,immigration,3,1
GPT4o,true,yes,6,pre,control,0.2,143,immigration,3,1
GPT4o,true,no,2,pre,test,0.4,144,immigration,3,1
GPT4o,true,no,2,pre,control,1,145,immigration,3,1
GPT4o,true,yes,2,pre,control,0.4,146,immigration,3,1
GPT4o,true,no,2,post,test,0.7,147,immigration,3,1
GPT4o,true,no,3,post,test,0.4,148,immigration,3,1
GPT4o,true,yes,2,post,test,0.4,149,immigration,3,1
GPT4o,true,yes,2,pre,test,0.6,150,immigration,3,1
GPT4o,true,yes,5,post,control,0.6,151,immigration,3,1
GPT4o,true,yes,5,post,control,0.6,152,immigration,3,1
GPT4o,true,yes,3,post,test,0.8,153,immigration,3,1
GPT4o,true,no,3,pre,test,0.7,154,immigration,3,1
GPT4o,true,yes,2,post,control,0.6,155,immigration,3,1
GPT4o,true,no,2,pre,control,0.2,156,immigration,3,1
GPT4o,true,no,1,post,control,0.7,157,immigration,3,1
GPT4o,true,yes,3,post,test,0.5,158,immigration,3,1
GPT4o,true,no,1,post,control,0.4,159,immigration,3,1
GPT4o,true,no,2,post,test,0.4,160,immigration,3,1
GPT4o,true,yes,2,pre,control,0.5,161,immigration,3,1
GPT4o,true,no,2,post,control,0.6,162,immigration,3,1
GPT4o,true,no,7,post,test,0.5,163,immigration,3,1
GPT4o,true,no,3,pre,control,0.5,164,immigration,3,1
GPT4o,true,yes,3,pre,test,0.7,165,immigration,3,1
GPT4o,true,yes,3,pre,control,0.9,166,immigration,3,1
GPT4o,true,yes,3,post,test,0.2,167,immigration,3,1
GPT4o,true,no,2,post,test,0.9,168,immigration,3,1
GPT4o,true,no,3,pre,control,0.8,169,immigration,3,1
GPT4o,true,yes,2,post,test,0.5,170,immigration,3,1
GPT4o,true,no,3,post,test,0.5,171,immigration,3,1
GPT4o,true,yes,3,post,test,0.4,172,immigration,3,1
GPT4o,true,yes,1,pre,control,0.2,173,immigration,3,1
GPT4o,true,no,3,post,control,0.3,174,immigration,3,1
GPT4o,true,yes,7,post,test,0.7,175,immigration,3,1
GPT4o,true,no,3,post,test,0.8,176,immigration,3,1
GPT4o,true,no,2,pre,test,0.8,177,immigration,3,1
GPT4o,true,no,2,post,test,0.5,178,immigration,3,1
GPT4o,true,no,3,post,test,0.7,179,immigration,3,1
GPT4o,true,yes,4,post,control,0.6,180,immigration,3,1
GPT4o,true,yes,2,post,test,0.6,181,immigration,3,1
GPT4o,true,no,4,post,test,0.6,182,immigration,3,1
GPT4o,true,yes,2,pre,control,0.7,183,immigration,3,1
GPT4o,true,no,2,post,test,0.7,184,immigration,3,1
GPT4o,true,no,1,pre,control,0.4,185,immigration,3,1
GPT4o,true,yes,2,post,test,0.6,186,immigration,3,1
GPT4o,true,yes,3,pre,test,0.6,187,immigration,3,1
GPT4o,true,yes,1,pre,test,0.6,188,immigration,3,1
GPT4o,true,no,2,pre,test,0.7,189,immigration,3,1
GPT4o,true,no,3,pre,test,0.6,190,immigration,3,1
GPT4o,true,no,5,pre,control,0.6,191,immigration,3,1
GPT4o,true,no,5,pre,control,0.5,192,immigration,3,1
GPT4o,true,no,5,pre,control,0.5,193,immigration,3,1
GPT4o,true,no,2,post,test,0.5,194,immigration,3,1
GPT4o,true,no,2,post,control,0.6,195,immigration,3,1
GPT4o,true,no,7,pre,control,0.8,196,immigration,3,1
GPT4o,true,yes,6,pre,test,0.6,197,immigration,3,1
GPT4o,true,yes,3,pre,test,0.5,198,immigration,3,1
GPT4o,true,no,2,pre,control,0.6,199,immigration,3,1
GPT4o,true,no,1,post,test,0.5,200,immigration,3,1
GPT4o,true,no,2,post,test,0.8,201,immigration,3,1
GPT4o,true,yes,3,pre,control,0.5,202,immigration,3,1
GPT4o,true,no,1,post,test,0.6,203,immigration,3,1
GPT4o,true,yes,3,pre,control,0.8,204,immigration,3,1
GPT4o,true,yes,1,pre,control,0.7,205,immigration,3,1
GPT4o,true,no,2,pre,test,0.7,206,immigration,3,1
GPT4o,true,no,2,post,test,0.7,207,immigration,3,1
GPT4o,true,yes,4,pre,control,0.7,208,immigration,3,1
GPT4o,true,no,2,post,test,0.4,209,immigration,3,1
GPT4o,true,no,3,pre,control,0.4,210,immigration,3,1
GPT4o,true,no,2,post,test,0.6,211,immigration,3,1
GPT4o,true,no,7,pre,control,0.2,212,immigration,3,1
GPT4o,true,yes,4,post,control,0.6,213,immigration,3,1
GPT4o,true,no,5,post,test,0.5,214,immigration,3,1
GPT4o,true,no,3,post,control,0.4,215,immigration,3,1
GPT4o,true,yes,3,post,test,0.4,216,immigration,3,1
GPT4o,true,no,7,pre,control,0.2,217,immigration,3,1
GPT4o,true,no,3,post,test,0.9,218,immigration,3,1
GPT4o,true,no,3,pre,control,0.3,219,immigration,3,1
GPT4o,true,no,4,pre,test,0.6,220,immigration,3,1
GPT4o,true,no,2,pre,control,0.4,221,immigration,3,1
GPT4o,true,no,4,pre,control,0.5,222,immigration,3,1
GPT4o,true,yes,2,post,test,0.9,223,immigration,3,1
GPT4o,true,yes,1,pre,control,0.5,224,immigration,3,1
GPT4o,true,yes,2,post,control,0.5,225,immigration,3,1
GPT4o,true,no,2,post,control,0.7,226,immigration,3,1
GPT4o,true,yes,2,post,control,0.8,227,immigration,3,1
GPT4o,true,yes,1,pre,test,0.5,228,immigration,3,1
GPT4o,true,yes,2,post,test,0.6,229,immigration,3,1
GPT4o,true,no,5,post,test,0.2,230,immigration,3,1
GPT4o,true,no,1,pre,test,0.8,231,immigration,3,1
GPT4o,true,yes,2,pre,test,0.6,232,immigration,3,1
GPT4o,true,no,4,post,control,0.9,233,immigration,3,1
GPT4o,true,yes,4,pre,test,0.5,234,immigration,3,1
GPT4o,true,yes,2,pre,test,0.5,235,immigration,3,1
GPT4o,true,no,3,post,test,0.6,236,immigration,3,1
GPT4o,true,no,3,post,control,0.2,237,immigration,3,1
GPT4o,true,no,3,pre,control,0.6,238,immigration,3,1
GPT4o,true,no,3,post,control,0.4,239,immigration,3,1
GPT4o,true,yes,7,pre,test,0.8,240,immigration,3,1
GPT4o,true,no,3,post,test,0.6,241,immigration,3,1
GPT4o,true,no,2,post,control,0.8,242,immigration,3,1
GPT4o,true,yes,3,post,test,0.5,243,immigration,3,1
GPT4o,true,no,5,pre,test,0.6,244,immigration,3,1
GPT4o,true,yes,2,post,test,0.7,245,immigration,3,1
GPT4o,true,no,4,post,control,0.7,246,immigration,3,1
GPT4o,true,no,3,post,test,0.6,247,immigration,3,1
GPT4o,true,no,4,pre,test,0.2,248,immigration,3,1
GPT4o,true,no,3,post,test,0.6,249,immigration,3,1
GPT4o,true,no,2,pre,control,0.8,250,immigration,3,1
GPT4o,true,no,7,post,test,0.3,251,immigration,3,1
GPT4o,true,no,1,post,test,0.5,252,immigration,3,1
GPT4o,true,yes,6,pre,control,0.6,253,immigration,3,1
GPT4o,true,yes,6,post,test,0.7,254,immigration,3,1
GPT4o,true,no,3,pre,control,0.6,255,immigration,3,1
GPT4o,true,yes,5,post,test,0.5,256,immigration,3,1
GPT4o,true,no,1,pre,control,0.4,257,immigration,3,1
GPT4o,true,no,5,pre,control,0.4,258,immigration,3,1
GPT4o,true,no,4,pre,test,0.5,259,immigration,3,1
GPT4o,true,no,4,post,test,0.5,260,immigration,3,1
GPT4o,true,yes,4,post,test,0.7,261,immigration,3,1
GPT4o,true,no,3,post,control,0.6,262,immigration,3,1
GPT4o,true,yes,1,post,test,0.3,263,immigration,3,1
GPT4o,true,no,5,pre,control,0.5,264,immigration,3,1
GPT4o,true,no,2,pre,control,0.2,265,immigration,3,1
GPT4o,true,yes,2,pre,control,0.6,266,immigration,3,1
GPT4o,true,no,2,post,test,0.9,267,immigration,3,1
GPT4o,true,yes,7,post,test,0.3,268,immigration,3,1
GPT4o,true,no,4,pre,control,0.6,269,immigration,3,1
GPT4o,true,no,3,post,test,0.8,270,immigration,3,1
GPT4o,true,yes,2,pre,test,0.6,271,immigration,3,1
GPT4o,true,no,4,post,control,0.6,272,immigration,3,1
GPT4o,true,no,1,pre,test,0.3,273,immigration,3,1
GPT4o,true,yes,7,pre,control,0.5,274,immigration,3,1
GPT4o,true,no,7,post,test,0.5,275,immigration,3,1
GPT4o,true,yes,2,pre,test,0.5,276,immigration,3,1
GPT4o,true,no,1,post,test,0.5,277,immigration,3,1
GPT4o,true,no,4,post,control,0.4,278,immigration,3,1
GPT4o,true,no,3,post,test,0.5,279,immigration,3,1
GPT4o,true,no,1,pre,test,0.6,280,immigration,3,1
GPT4o,true,no,7,post,control,0.4,281,immigration,3,1
GPT4o,true,no,1,post,test,0.3,282,immigration,3,1
GPT4o,true,no,7,post,control,0.7,283,immigration,3,1
GPT4o,true,yes,2,post,control,0.6,284,immigration,3,1
GPT4o,true,no,3,pre,control,0.3,285,immigration,3,1
GPT4o,true,yes,2,pre,control,0.6,286,immigration,3,1
GPT4o,true,yes,1,pre,test,0.6,287,immigration,3,1
GPT4o,true,no,6,pre,control,0.5,288,immigration,3,1
GPT4o,true,no,2,post,test,0.7,289,immigration,3,1
GPT4o,true,yes,1,pre,test,0.5,290,immigration,3,1
GPT4o,true,no,2,pre,control,0.6,291,immigration,3,1
GPT4o,true,no,7,pre,test,0.6,292,immigration,3,1
GPT4o,true,yes,3,post,control,0.7,293,immigration,3,1
GPT4o,true,no,1,post,test,0.6,294,immigration,3,1
GPT4o,true,yes,3,post,control,0.5,295,immigration,3,1
GPT4o,true,yes,1,post,test,0.4,296,immigration,3,1
GPT4o,true,no,3,pre,test,0.6,297,immigration,3,1
GPT4o,true,yes,1,pre,test,0.5,298,immigration,3,1
GPT4o,true,yes,5,pre,test,0.5,299,immigration,3,1
GPT4o,true,yes,4,pre,control,0.7,300,immigration,3,1
GPT4o,true,yes,1,post,control,0.7,301,immigration,3,1
GPT4o,true,yes,2,pre,control,0.5,302,immigration,3,1
GPT4o,true,no,2,post,test,0.4,303,immigration,3,1
GPT4o,true,no,2,post,control,0.5,304,immigration,3,1
GPT4o,true,no,1,post,control,0.3,305,immigration,3,1
GPT4o,true,no,3,pre,test,0.7,306,immigration,3,1
GPT4o,true,no,3,pre,test,0.5,307,immigration,3,1
GPT4o,true,no,7,pre,control,0.3,308,immigration,3,1
GPT4o,true,no,7,pre,test,0.8,309,immigration,3,1
GPT4o,true,no,5,pre,test,0.4,310,immigration,3,1
GPT4o,true,no,2,pre,test,0.6,311,immigration,3,1
GPT4o,true,yes,2,post,control,0.5,312,immigration,3,1
GPT4o,true,yes,2,post,control,0.4,313,immigration,3,1
GPT4o,true,yes,2,pre,control,0.6,314,immigration,3,1
GPT4o,true,yes,3,pre,test,0.5,315,immigration,3,1
GPT4o,true,yes,2,pre,control,0.7,316,immigration,3,1
GPT4o,true,no,1,pre,control,0.5,317,immigration,3,1
